"QID","itemLabel","itemDescription","P1196","P19","P20","P21","P27","P509","P569"
"Q391182","Charles Dufresne","French painter (1876-1938)",NA,"""Millemont""","""La Seyne-sur-Mer""","""male""","""France""",NA,"""1876-11-23T00:00:00Z"""
"Q396418","Caspar Scheuren","German painter and illustrator (1810-1887)",NA,"""Aachen""","""Düsseldorf""","""male""","""Kingdom of Prussia""",NA,"""1810-08-22T00:00:00Z"""
"Q406597","Hans Ulrich Franck","German painter (1590-1675)",NA,"""Kaufbeuren""","""Augsburg""","""male""","""Holy Roman Empire""",NA,"""1590-01-01T00:00:00Z"""
"Q432856","Saul Steinberg","American cartoonist (1914-1999)",NA,"""Râmnicu Sărat""","""Manhattan""","""male""","""Romania"",""United States of America""",NA,"""1914-06-15T00:00:00Z"""
"Q438750","Magdalena van de Passe","German engraver (1600–1638)",NA,"""Cologne""","""Utrecht""","""female""","""Netherlands""",NA,"""1600-01-01T00:00:00Z"""
"Q440053","Philibert de l'Orme","French architect of the Renaissance.",NA,"""Lyon""","""Marseille""","""male""","""Kingdom of France""",NA,"""1514-01-01T00:00:00Z"""
"Q444567","Kay Sage","American Surrealist artist and poet (1898-1963)","""suicide""","""Watervliet""","""Woodbury""","""female""","""United States of America""",NA,"""1898-06-25T00:00:00Z"""
"Q445433","William Kent","British painter, landscape architect (1685-1748)",NA,"""Bridlington""","""London""","""male""","""Great Britain""",NA,"""1684-01-01T00:00:00Z"""
"Q447568","Julie Mehretu","Ethiopian American painter",NA,"""Addis Ababa""",NA,"""female""","""United States of America""",NA,"""1970-01-01T00:00:00Z"""
"Q447676","Joseph Boze","French painter (1745-1826)",NA,"""Martigues""","""Paris""","""male""","""France""",NA,"""1745-02-06T00:00:00Z"""
"Q447730","Giovanni Lanfranco","Italian painter (1582-1647)",NA,"""Parma""","""Rome""","""male""","""Italy""",NA,"""1582-02-05T00:00:00Z"""
"Q453808","Joan Jonas","American artist",NA,"""New York City""",NA,"""female""","""United States of America""",NA,"""1936-07-13T00:00:00Z"""
"Q451489","Antoine-Louis Barye","French sculptor",NA,"""Paris""","""4th arrondissement of Paris""","""male""","""France""",NA,"""1795-09-24T00:00:00Z"""
"Q452318","Sebastiano Serlio","Italian architect and painter (1475-1554)",NA,"""Bologna""","""Fontainebleau""","""male""","""Italy""",NA,"""1475-09-15T00:00:00Z"""
"Q454650","Horst Janssen","German printmaker and draftsman (1929-1995)",NA,"""Hamburg""","""Hamburg""","""male""","""Germany""",NA,"""1929-11-14T00:00:00Z"""
"Q458671","Giuseppe Castiglione","Italian monk, missionary and painter (1688-1766)",NA,"""Milan""","""Beijing""","""male""","""Qing dynasty"",""Duchy of Milan""",NA,"""1688-07-19T00:00:00Z"""
"Q459681","Valie Export","Austrian media artist (born 1940)",NA,"""Linz""",NA,"""female""","""Austria""",NA,"""1940-05-17T00:00:00Z"""
"Q460639","Augustus Washington","American photographer (1820-1875)",NA,"""Trenton""","""Monrovia""","""male""","""Liberia"",""United States of America""",NA,"""1820-01-01T00:00:00Z"""
"Q462364","Gustave Kahn","French Symbolist poet and art critic",NA,"""Metz""","""Paris""","""male""","""France""",NA,"""1859-12-21T00:00:00Z"""
"Q462404","Fitz Henry Lane","American painter and printmaker (1804-1865)",NA,"""Gloucester""","""Gloucester""","""male""","""United States of America""",NA,"""1804-12-19T00:00:00Z"""
"Q463504","Matthäus Günther","German artist (1705-1788)",NA,"""Peißenberg""","""Wessobrunn""","""male""","""Germany""",NA,"""1705-09-07T00:00:00Z"""
"Q463978","Gabriele Münter","German painter (1877-1962)",NA,"""Berlin""","""Murnau am Staffelsee""","""female""","""Germany""",NA,"""1877-02-19T00:00:00Z"""
"Q464044","Katherine Sophie Dreier","American artist (1877-1952)","""natural causes""","""Brooklyn""","""Milford""","""female""","""United States of America""","""liver cirrhosis""","""1877-09-10T00:00:00Z"""
"Q465342","Wifredo Lam","Cuban artist (1902-1982)",NA,"""Sagua La Grande""","""Paris"",""Boulogne-Billancourt""","""male""","""Cuba"",""France""",NA,"""1902-12-08T00:00:00Z"""
"Q465618","Jeanne Rij-Rousseau","artist (1870-1956)",NA,"""Candé""","""Savigny-sur-Braye""","""female""","""France""",NA,"""1870-06-10T00:00:00Z"""
"Q468816","Graciela Iturbide","Mexican photographer (born 1942)",NA,"""Mexico City""",NA,"""female""","""Mexico""",NA,"""1942-05-16T00:00:00Z"""
"Q469449","Ruth Orkin","American photographer and filmmaker (1921-1985)","""natural causes""","""Boston""","""New York City""","""female""","""United States of America""","""cancer""","""1921-09-03T00:00:00Z"""
"Q470423","Theodoros Stamos","American artist (1922-1997)",NA,"""New York City""","""Ioannina""","""male""","""Greece"",""United States of America""",NA,"""1922-12-31T00:00:00Z"""
"Q471764","Thomas Hart Benton","American painter (1889-1975)",NA,"""Neosho""","""Kansas City""","""male""","""United States of America""",NA,"""1889-04-15T00:00:00Z"""
"Q472025","Jacob van Oost the Younger","Flemish Baroque painter (1637-1713)",NA,"""Bruges""","""Bruges""","""male""","""Habsburg Netherlands""",NA,"""1639-01-01T00:00:00Z"",""1637-01-01T00:00:00Z"""
"Q302714","Aaron Siskind","American photographer (1903-1991)",NA,"""New York City""","""Providence""","""male""","""United States of America""",NA,"""1903-12-04T00:00:00Z"""
"Q262771","Michael Wolgemut","German painter and printmaker (1434–1519)",NA,"""Nuremberg""","""Nuremberg""","""male""","""Germany""",NA,"""1434-01-01T00:00:00Z"""
"Q299662","Carolee Schneemann","American visual experimental artist (1939–2019)",NA,"""Fox Chase""","""New Paltz""","""female""","""United States of America""","""breast cancer""","""1939-10-12T00:00:00Z"""
"Q347699","Claude Perrault","French architect and doctor of medicine","""natural causes""","""Paris""","""Paris""","""male""","""Kingdom of France""","""sepsis""","""1613-09-25T00:00:00Z"""
"Q271676","Charles Le Brun","17th-century French painter and art theorist (1619—1690)",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1619-02-24T00:00:00Z"""
"Q316422","Hector Guimard","French architect (1867–1942)",NA,"""3rd arrondissement of Lyon""","""Manhattan""","""male""","""France""",NA,"""1867-03-10T00:00:00Z"""
"Q313055","Alfred Stieglitz","American photographer (1864–1946)",NA,"""Hoboken""","""New York City""","""male""","""United States of America""",NA,"""1864-01-01T00:00:00Z"""
"Q334914","Mark Catesby","English naturalist, painter and etcher (1683–1749)",NA,"""Essex""","""London""","""male""","""Great Britain""",NA,"""1683-03-24T00:00:00Z"""
"Q326606","Paul Sérusier","French painter (1864–1927)",NA,"""Paris""","""Morlaix""","""male""","""France""",NA,"""1864-11-09T00:00:00Z"""
"Q375783","Joseph Vivien","French painter, portraitist and pastelist (1657-1734)",NA,"""Lyon""","""Bonn""","""male""","""Kingdom of France""",NA,"""1657-01-01T00:00:00Z"""
"Q459665","Ambrosius Bosschaert","Flemish-Dutch flower painter (1573-1621)",NA,"""Antwerp""","""The Hague""","""male""","""Dutch Republic"",""Habsburg Netherlands""",NA,"""1573-01-01T00:00:00Z"""
"Q477373","Robert Barry","American artist",NA,"""New York City""",NA,"""male""","""United States of America""",NA,"""1936-03-09T00:00:00Z"""
"Q474934","Cornelis de Vos","Flemish painter",NA,"""Hulst""","""Antwerp""","""male""","""Spanish Netherlands""",NA,"""1585-01-01T00:00:00Z"",""1584-01-01T00:00:00Z"""
"Q477409","Markus Raetz","Swiss artist (1941-2020)",NA,"""Bern""","""Bern""","""male""","""Switzerland""",NA,"""1941-06-06T00:00:00Z"""
"Q485334","Giuseppe Bernardino Bison","Italian painter (1762-1844)",NA,"""Palmanova""","""Milan""","""male""",NA,NA,"""1762-06-16T00:00:00Z"""
"Q499934","Barthel Beham","German painter and engraver (1502-1540)",NA,"""Nuremberg""","""Bologna""","""male""","""Germany""",NA,"""1502-01-01T00:00:00Z"""
"Q505017","Ernest Thompson Seton","British/American author, artist and naturalist, and one of the founders of the scouting movement",NA,"""South Shields""","""Seton Village""","""male""","""Canada"",""United States of America""",NA,"""1860-08-14T00:00:00Z"""
"Q513815","Wallerant Vaillant","painter from the Northern Netherlands (1623-1677)",NA,"""Lille""","""Amsterdam""","""male""","""Dutch Republic""",NA,"""1623-05-30T00:00:00Z"""
"Q515222","Frederik de Moucheron","painter from the Northern Netherlands (1633-1686)",NA,"""Emden""","""Amsterdam""","""male""","""Kingdom of the Netherlands""",NA,"""1633-01-01T00:00:00Z"""
"Q515553","Jan van Kessel the Elder","Flemish painter (1626–1679)",NA,"""Antwerp""","""Antwerp""","""male""","""Habsburg Netherlands""",NA,"""1626-04-05T00:00:00Z"""
"Q515839","Peter Henry Emerson","British writer and photographer",NA,"""Sagua La Grande""","""Falmouth""","""male""","""United Kingdom""",NA,"""1856-05-13T00:00:00Z"""
"Q518767","Cornelis Bloemaert","Dutch Golden Age painter and engraver (1603–1692)",NA,"""Utrecht""","""Rome""","""male""","""Dutch Republic""",NA,"""1603-01-01T00:00:00Z"""
"Q520573","Giovanni Battista Gaulli","Italian painter of the late Baroque (1639-1709)",NA,"""Genoa""","""Rome""","""male""","""Italy""",NA,"""1639-05-08T00:00:00Z"""
"Q522568","Paul Graham","English photographer",NA,"""Stafford""",NA,"""male""","""United Kingdom""",NA,"""1956-01-01T00:00:00Z"""
"Q525646","Gillis van Coninxloo","Flemish painter",NA,"""Antwerp""","""Amsterdam""","""male""","""Southern Netherlands"",""Dutch Republic""",NA,"""1544-02-03T00:00:00Z"""
"Q527001","Kenneth Noland","American artist (1924–2010)","""natural causes""","""Asheville""","""Port Clyde""","""male""","""United States of America""","""kidney cancer""","""1924-04-10T00:00:00Z"""
"Q528511","Antonio Saura","Spanish artist (1930-1998)",NA,"""Huesca""","""Cuenca""","""male""","""Spain""",NA,"""1930-09-22T00:00:00Z"""
"Q529612","Honoré Beaugrand","former mayor of Montreal, Quebec (1885-1887)",NA,"""Lanoraie""","""Montreal""","""male""","""Canada""",NA,"""1848-03-24T00:00:00Z"""
"Q533275","Edward Percy Moran","American artist (1862-1935)",NA,"""Philadelphia""","""The Bronx""","""male""","""United States of America""",NA,"""1862-07-29T00:00:00Z"""
"Q533859","Ker-Xavier Roussel","French painter (1867-1944)",NA,"""Lorry-lès-Metz""","""L'Étang-la-Ville""","""male""","""France""",NA,"""1867-12-10T00:00:00Z"""
"Q537652","Antoni Clavé","costume designer",NA,"""Barcelona""","""Saint-Tropez""","""male""","""Spain"",""France""",NA,"""1913-04-05T00:00:00Z"""
"Q539036","Allaert van Everdingen","Dutch painter (1621-1675)",NA,"""Alkmaar""","""Amsterdam""","""male""","""Netherlands""",NA,"""1621-06-18T00:00:00Z"""
"Q539786","Tiberio Tinelli","Italian painter (1586-1638)",NA,"""Venice""","""Venice""","""male""","""Republic of Venice""",NA,"""1586-01-01T00:00:00Z"""
"Q545445","Bernar Venet","French sculptor",NA,"""Château-Arnoux-Saint-Auban""",NA,"""male""","""France""",NA,"""1941-04-20T00:00:00Z"""
"Q544264","Denys Calvaert","Flemish-Italian painter (1540-1619)",NA,"""Antwerp""","""Bologna""","""male""","""Southern Netherlands""",NA,"""1540-01-01T00:00:00Z"""
"Q544646","Léon Cogniet","French painter (1794-1880)",NA,"""Paris""","""10th arrondissement of Paris""","""male""","""France""",NA,"""1794-08-29T00:00:00Z"""
"Q548205","Hubert Robert","French painter (1733-1808)",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1733-05-22T00:00:00Z"""
"Q549786","John Soane","British architect",NA,"""Reading""","""London""","""male""","""United Kingdom of Great Britain and Ireland""",NA,"""1753-09-10T00:00:00Z"""
"Q551132","Jean-Baptiste Isabey","French painter (1767-1855)",NA,"""Nancy""","""Paris""","""male""","""France""",NA,"""1767-04-11T00:00:00Z"""
"Q554307","Joel-Peter Witkin","American photographer",NA,"""Brooklyn""",NA,"""male""","""United States of America""",NA,"""1939-09-13T00:00:00Z"""
"Q551899","Tony Smith","American sculptor and architect","""natural causes""","""South Orange""","""New York City""","""male""","""United States of America""","""myocardial infarction""","""1912-09-23T00:00:00Z"""
"Q556102","Johann Eleazar Zeissig","German painter (1737-1806)",NA,"""Großschönau""","""Dresden""","""male""","""Germany""",NA,"""1737-11-07T00:00:00Z"""
"Q563515","Arnulf Rainer","Austrian artist",NA,"""Baden""",NA,"""male""","""Austria""",NA,"""1929-12-08T00:00:00Z"""
"Q559312","Felix de Weldon","American sculptor (1907-2003)",NA,"""Vienna""","""Woodstock""","""male""","""United States of America""",NA,"""1907-04-12T00:00:00Z"""
"Q560792","Allan Ramsay","Scottish portrait painter (1713-1784)",NA,"""Edinburgh""","""Dover""","""male""","""Great Britain""","""disease""","""1713-10-13T00:00:00Z"",""1713-01-01T00:00:00Z"""
"Q561184","Günther Förg","German visual artist (1952-2013)",NA,"""Füssen""","""Freiburg im Breisgau""","""male""","""Germany""",NA,"""1952-12-05T00:00:00Z"""
"Q561916","Henry Raeburn","British portrait painter (1756-1823)",NA,"""Stockbridge""","""Edinburgh""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1756-03-04T00:00:00Z"""
"Q565848","Anne Truitt","American artist (1921-2004)",NA,"""Baltimore""","""Washington, D.C.""","""female""","""United States of America""",NA,"""1921-03-16T00:00:00Z"",""1921-01-01T00:00:00Z"""
"Q568809","Peter Fischli & David Weiss","Swiss artist duo",NA,NA,NA,NA,"""Switzerland""",NA,NA
"Q569369","József Rippl-Rónai","Hungarian artist (1861-1927)",NA,"""Kaposvár""","""Kaposvár""","""male""","""Hungary""",NA,"""1861-05-23T00:00:00Z"""
"Q569598","Anselm van Hulle","Flemish painter (1601-1674)",NA,"""Ghent""",NA,"""male""","""Southern Netherlands""",NA,"""1601-01-01T00:00:00Z"""
"Q569638","Anselmo Bucci","Italian painter, printmaker and writer (1887-1955)",NA,"""Fossombrone""","""Monza""","""male""","""Italy"",""Kingdom of Italy""",NA,"""1887-05-23T00:00:00Z"",""1887-05-21T00:00:00Z"""
"Q570251","Martin Johann Schmidt","painter from Austria (1718-1801)",NA,"""Grafenwörth""","""Krems""","""male""","""Austria""",NA,"""1718-09-29T00:00:00Z"",""1718-09-25T00:00:00Z"",""1718-01-01T00:00:00Z"""
"Q573224","Peter Ackermann","German graphic designer and painter (1934-2007)",NA,"""Jena""","""Cortona""","""male""","""Germany""",NA,"""1934-01-31T00:00:00Z"""
"Q577044","Jacob Matham","engraver from the Northern Netherlands",NA,"""Haarlem""","""Haarlem""","""male""","""Netherlands""",NA,"""1571-10-25T00:00:00Z"""
"Q585067","Paul Ranson","French painter and writer (1861–1909)","""natural causes""","""Limoges""","""Paris""","""male""","""France""","""typhoid fever""","""1864-03-29T00:00:00Z"",""1861-03-29T00:00:00Z"""
"Q585926","Antoine Coypel","French painter (1661-1722)",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1661-04-11T00:00:00Z"""
"Q606053","Antonio de Pian","Austrian painter (1784-1851)",NA,"""Venice""","""Vienna""","""male""","""Austria""",NA,"""1784-01-01T00:00:00Z"""
"Q613852","John Robert Cozens","British artist",NA,"""London""","""London"",""England""","""male""","""United Kingdom"",""Great Britain""",NA,"""1752-01-01T00:00:00Z"""
"Q627132","Daniel Vierge","French illustrator (1851-1904)",NA,"""Madrid""","""Boulogne-Billancourt""","""male""","""Spain""","""disease""","""1851-03-05T00:00:00Z"""
"Q632781","Giovanni Bernardi","Italian artist (1494-1553)",NA,"""Castel Bolognese""","""Rome""","""male""",NA,NA,"""1494-01-01T00:00:00Z"""
"Q633574","Félix Bracquemond","French painter (1833-1914)",NA,"""Paris""","""Sèvres""","""male""","""France""",NA,"""1833-05-22T00:00:00Z"""
"Q639413","Walter Gramatté","German artist (1897-1929)","""natural causes""","""Berlin""","""Hamburg""","""male""","""Germany""","""tuberculosis""","""1897-01-08T00:00:00Z"""
"Q655484","Hans Purrmann","German painter (1880-1966)",NA,"""Speyer""","""Basel""","""male""","""Germany""",NA,"""1880-04-10T00:00:00Z"""
"Q655535","Daniël Mijtens","Dutch painter (1590-1647)",NA,"""Delft""","""The Hague""","""male""","""Netherlands""",NA,"""1590-01-01T00:00:00Z"""
"Q657043","Max Ackermann","German artist (1887-1975)",NA,"""Berlin""","""Bad Liebenzell""","""male""","""Germany""",NA,"""1887-10-05T00:00:00Z"""
"Q659858","Seymour Lipton","American artist",NA,"""New York City""","""Glen Cove""","""male""","""United States of America""",NA,"""1903-11-06T00:00:00Z"""
"Q663613","Jacob Toorenvliet","Dutch painter (1640-1719)",NA,"""Leiden""","""Oegstgeest""","""male""","""Netherlands""",NA,"""1640-01-01T00:00:00Z"""
"Q668099","Julius Hübner","German artist (1806-1882)",NA,"""Oleśnica""","""Dresden""","""male""","""Kingdom of Prussia""",NA,"""1806-01-27T00:00:00Z"""
"Q670135","Johann Carl Loth","German Baroque painter, mostly active in Venice (1632-1698)",NA,"""Munich""","""Venice""","""male""","""Germany""",NA,"""1632-08-08T00:00:00Z"""
"Q671883","Théo van Rysselberghe","Belgian neo-impressionist painter (1862-1926)",NA,"""Ghent""","""Le Lavandou""","""male""","""Belgium""",NA,"""1862-11-23T00:00:00Z"""
"Q677071","Tobias Stimmer","Swiss artist (1539-1584)",NA,"""Schaffhausen""","""Strasbourg""","""male""","""Germany"",""Switzerland"",""France""",NA,"""1539-04-17T00:00:00Z"",""1539-04-07T00:00:00Z"""
"Q681448","Eugène Burnand","Swiss artist (1850-1921)",NA,"""Moudon""","""Paris""","""male""","""Switzerland""",NA,"""1850-08-30T00:00:00Z"""
"Q683378","John Baldessari","American artist (1931-2020)",NA,"""National City""","""Venice"",""Los Angeles""","""male""","""United States of America""",NA,"""1931-06-17T00:00:00Z"",""1931-06-07T00:00:00Z"""
